,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
159,['Din'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"“İnkâr edenlere de ki: Yakında mağlûp olacaksınız ve cehenneme sürükleneceksiniz.”

-Âli İmrân Sûresi/12

#MescidiAksa 
#KudüsBizimdir 
#MescidiAksaKırmızıCizgimizdir https://t.co/0nmWNzzgMh",Isr-Pal,1390814660287508489,Türkçe,Yahudi Karşıtı,"“İnkâr edenlere de ki: Yakında mağlûp olacaksınız ve cehenneme sürükleneceksiniz.”

-Âli İmrân Sûresi/12

#MescidiAksa 
#KudüsBizimdir 
#MescidiAksaKırmızıCizgimizdir "
162,['Ülke/Milliyet'],4,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Yok,#Yıkılasınİsrail #FilistinDireniyor #KudusBizimdir https://t.co/psCg8ScLLX,Isr-Pal,1390815478277451794,Türkçe,Yahudi Karşıtı,#Yıkılasınİsrail #FilistinDireniyor #KudusBizimdir 
165,['Ülke/Milliyet'],5,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"#MescidiAksa
#Kahrolsunİsrail 
#FreePalestin https://t.co/grlumDsmwL",Isr-Pal,1390817157337042946,Türkçe,Yahudi Karşıtı,"#MescidiAksa
#Kahrolsunİsrail 
#FreePalestin "
168,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],0,['Nefret söylemi bulunmuyor'],Yok,"@username #SaveSheikhJarrah
#MescidiAksa 
#MescidiAksaBaskını 
#MescidiAksaKırmızıCizgimizdir
#JerusalemFightsBack 
#JerusalemIstheCapitalofPalestine https://t.co/Eed9iuKojx",Isr-Pal,1390817404192706561,Türkçe,Yahudi Karşıtı," #SaveSheikhJarrah
#MescidiAksa 
#MescidiAksaBaskını 
#MescidiAksaKırmızıCizgimizdir
#JerusalemFightsBack 
#JerusalemIstheCapitalofPalestine "
171,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,#Yıkılasınİsrail #MescidiAksa https://t.co/e0YmUhAjYs,Isr-Pal,1390817432114171906,Türkçe,Yahudi Karşıtı,#Yıkılasınİsrail #MescidiAksa 
174,['Ülke/Milliyet'],8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,"İsrail bir terör devletidir. İşgalci köpekler ! (Sözde devlet) 
#MescidiAksa 
#MescidiAksaYanlızDeğildir 
#KuduesBizimdir https://t.co/tRZb1mDTls",Isr-Pal,1390817621948370947,,Yahudi Karşıtı,"İsrail bir terör devletidir. İşgalci köpekler ! (Sözde devlet) 
#MescidiAksa 
#MescidiAksaYanlızDeğildir 
#KuduesBizimdir "
177,['Ülke/Milliyet'],5,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"Yok yok yazarak çizerek olmaz.
Gögüs göğüse çarpışmalı, ümüğü sıkılmalı, nefesi kesilmeli❗
Yıkılasın #Israel #israil

#KuduesBizimdir #Kudues #KuduesBizimdir #MescidiAksa #MescidiAksaKırmızıCizgimizdir #MescidiAksaBaskını #Kudus
#Terroristisrael #Terroristisrael https://t.co/Gw1JfJT8xz",Isr-Pal,1390818466777665536,Türkçe,Yahudi Karşıtı,"Yok yok yazarak çizerek olmaz.
Gögüs göğüse çarpışmalı, ümüğü sıkılmalı, nefesi kesilmeli❗
Yıkılasın #Israel #israil

#KuduesBizimdir #Kudues #KuduesBizimdir #MescidiAksa #MescidiAksaKırmızıCizgimizdir #MescidiAksaBaskını #Kudus
#Terroristisrael #Terroristisrael "
180,['Ülke/Milliyet'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"#Kahrolsunİsrail 
#KuduesBizimdir https://t.co/AVkGW7pu2a",Isr-Pal,1390830027051257857,Türkçe,Yahudi Karşıtı,"#Kahrolsunİsrail 
#KuduesBizimdir "
183,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"""Sakın, Allah'ı zalimlerin yaptıklarından habersiz sanma! Allah onları korkudan gözlerin dışarı fırlayacağı bir güne erteliyor.""

İbrahim Suresi 42. ayet
#Kudues #MescidiAksaYanlızDeğildir #Kahrolsunİsrail #kuduesbizimdir https://t.co/rjdRvkyAx5",Isr-Pal,1390830480875008003,,Yahudi Karşıtı,"""Sakın, Allah'ı zalimlerin yaptıklarından habersiz sanma! Allah onları korkudan gözlerin dışarı fırlayacağı bir güne erteliyor.""

İbrahim Suresi 42. ayet
#Kudues #MescidiAksaYanlızDeğildir #Kahrolsunİsrail #kuduesbizimdir "
186,"['Din', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@username #katilisrail #küdüsislamındır #kudüsfilistininbaşketidir,Isr-Pal,1390831121622052865,Türkçe,Yahudi Karşıtı, #katilisrail #küdüsislamındır #kudüsfilistininbaşketidir
189,['Ülke/Milliyet'],8,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,@username Yıkılasın itrail enkazını göreyim,Isr-Pal,1390831202836287489,Türkçe,Yahudi Karşıtı, Yıkılasın itrail enkazını göreyim
192,['Din'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Zalimler İçin Yaşasın Cehennem

Ya Rab!

Ümmete Şuur Ferasetet İzan Ver!

Ya Rab!

Bizlere Hakkın Batıla Galebesini Görmeyi Nasib Et!

Amin🤲
#MescidiAksa
#MescidiAksaBaskını
#MescidiAksaYanlızDeğildir
#kudüs
#KuduesBaskını
#kuduesbizimdir
Kahrolsun İsrail
#Kahrolsunİsrail https://t.co/mLloDnJDsI",Isr-Pal,1390831728281927680,Türkçe,Yahudi Karşıtı,"Zalimler İçin Yaşasın Cehennem

Ya Rab!

Ümmete Şuur Ferasetet İzan Ver!

Ya Rab!

Bizlere Hakkın Batıla Galebesini Görmeyi Nasib Et!

Amin🤲
#MescidiAksa
#MescidiAksaBaskını
#MescidiAksaYanlızDeğildir
#kudüs
#KuduesBaskını
#kuduesbizimdir
Kahrolsun İsrail
#Kahrolsunİsrail "
195,['Ülke/Milliyet'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"Öfkeni göster dostum öfken onların korkulu rüyası olacaktır zira;
""Onlar korkak bir toplumdur""
#Kudüsesahipcık #MescidiAksa #KuduesBaskını #MescidiAksaBaskını #MescidiAksaYanlızDeğildir #MescidiAksaKırmızıCizgimiz #PalestiniansLivesMatter #PalestinianLivesMatter",Isr-Pal,1390845435602931713,Türkçe,Yahudi Karşıtı,"Öfkeni göster dostum öfken onların korkulu rüyası olacaktır zira;
""Onlar korkak bir toplumdur""
#Kudüsesahipcık #MescidiAksa #KuduesBaskını #MescidiAksaBaskını #MescidiAksaYanlızDeğildir #MescidiAksaKırmızıCizgimiz #PalestiniansLivesMatter #PalestinianLivesMatter"
198,['Ülke/Milliyet'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Yıkılasın İsrail!

#Kudüs 
#KudüseSahipÇık 
#MescidiAksa 
#MescidiAksaBaskını",Isr-Pal,1390845907470585862,,Yahudi Karşıtı,"Yıkılasın İsrail!

#Kudüs 
#KudüseSahipÇık 
#MescidiAksa 
#MescidiAksaBaskını"
201,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],5,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,"@ugur_isilak @sgoney34 Mazlumların dünyasında kıyamet koparken zalimlerin yastığına sen rahatlık verme ALLAH'IM.🤲🤲☝️☝️

#Katilİsrail
#KudüsBizimdir
#kudüs 
#mescidiaksa
#KadirGecesi https://t.co/bjOe1IHmVt",Isr-Pal,1390846068607291395,Türkçe,Yahudi Karşıtı,"  Mazlumların dünyasında kıyamet koparken zalimlerin yastığına sen rahatlık verme ALLAH'IM.🤲🤲☝️☝️

#Katilİsrail
#KudüsBizimdir
#kudüs 
#mescidiaksa
#KadirGecesi "
204,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,#MescidiAksa #MescidiAksaYanlızDeğildir #katilisrail #Israel #katil https://t.co/cqVlEMSVps,Isr-Pal,1390847714074767362,Türkçe,Yahudi Karşıtı,#MescidiAksa #MescidiAksaYanlızDeğildir #katilisrail #Israel #katil 
207,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"#MescidiAksa
#Kahrolsunİsrail https://t.co/8zpQE4It3K",Isr-Pal,1390856001574817799,,Yahudi Karşıtı,"#MescidiAksa
#Kahrolsunİsrail "
210,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"İstanbul Halkı Siyonist İsrail'in Konsolosluğu Önünde Protesto Gösterisi Yapıyor... 
#KudüsBizimdir 
#Kudüs
#DünyaKudüsGünü kutlu olsun...
#MescidiAksa
https://t.co/0HQH5XhWAP",Isr-Pal,1390856699494473731,Türkçe,Yahudi Karşıtı,"İstanbul Halkı Siyonist İsrail'in Konsolosluğu Önünde Protesto Gösterisi Yapıyor... 
#KudüsBizimdir 
#Kudüs
#DünyaKudüsGünü kutlu olsun...
#MescidiAksa
"
213,['Din'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,2 milyara yakin musluman varken 15 milyon yahudiye bas kaldiramiyosak yaziklar olsun bize.. #KuduesBizimdir #kudüs,Isr-Pal,1390858662449659904,Türkçe,Yahudi Karşıtı,2 milyara yakin musluman varken 15 milyon yahudiye bas kaldiramiyosak yaziklar olsun bize.. #KuduesBizimdir #kudüs
216,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"8 milyonluk İsrail için 1,5 milyar müslüman ebabil bekliyorsa ebabiller İsrail’i değil bizi taşlar!!

- Prof.Dr. Necmettin Erbakan

#MescidiAksa 
#KudüsBizimdir 
#Kahrolsunİsrail https://t.co/u3NeeHoXQ9",Isr-Pal,1390866915791364102,Türkçe,Yahudi Karşıtı,"8 milyonluk İsrail için 1,5 milyar müslüman ebabil bekliyorsa ebabiller İsrail’i değil bizi taşlar!!

- Prof.Dr. Necmettin Erbakan

#MescidiAksa 
#KudüsBizimdir 
#Kahrolsunİsrail "
219,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,#Kahrolsunİsrail https://t.co/uuirq73EZj,Isr-Pal,1390869778630418434,Türkçe,Yahudi Karşıtı,#Kahrolsunİsrail 
222,"['Din', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"“Bir gün gelecek İsrail’e öyle bir tokat atacagız ki hayatı gözünün önünden Gazze Şeridi gibi geçecek. “ diyen Merhum Necmettin Erbakan’’ı özlemle anıyor ve  “İNŞALLAH HOCAM, İNŞALLAH”
diyorum.
#KudüsBizimdir",Isr-Pal,1390875761310044166,Türkçe,Yahudi Karşıtı,"“Bir gün gelecek İsrail’e öyle bir tokat atacagız ki hayatı gözünün önünden Gazze Şeridi gibi geçecek. “ diyen Merhum Necmettin Erbakan’’ı özlemle anıyor ve  “İNŞALLAH HOCAM, İNŞALLAH”
diyorum.
#KudüsBizimdir"
225,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"İsrail polisi, işgal altındaki Doğu Kudüs'ün Eski Şehir bölgesinde bulunan Mescid-i Aksa'da ibadet halindeki cemaate saldırdı. #MescidiAksa #Katilİsrail https://t.co/0N0IWRxs4d",Isr-Pal,1390901621165547520,Türkçe,Yahudi Karşıtı,"İsrail polisi, işgal altındaki Doğu Kudüs'ün Eski Şehir bölgesinde bulunan Mescid-i Aksa'da ibadet halindeki cemaate saldırdı. #MescidiAksa #Katilİsrail "
228,,,,,"Sevdamızsın Kudüs
Kavgamızsın Kudüs
Başkentsin ümmete
Sen bizimsin #Kudüs

Döktüğün kanda birgün boğulacaksın #İsrael

#Ramazan da
Kutsalımız #MescidiAksa da #Filistin li kardeşlerimize uzanan eller bir gün kırılacak

#KudüsBizimdir #FreePalestine #Quds #Palestine #AlQuds #AlAqsa https://t.co/GjUCPJdWnS",Isr-Pal,1390916436055396352,Türkçe değil,Yahudi Karşıtı,"Sevdamızsın Kudüs
Kavgamızsın Kudüs
Başkentsin ümmete
Sen bizimsin #Kudüs

Döktüğün kanda birgün boğulacaksın #İsrael

#Ramazan da
Kutsalımız #MescidiAksa da #Filistin li kardeşlerimize uzanan eller bir gün kırılacak

#KudüsBizimdir #FreePalestine #Quds #Palestine #AlQuds #AlAqsa "
231,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"Ne istiyorsunuz bu insanlardan arkadaş, ne kadar adi bir milletmişsiniz siz yaa!!! #israil #katilisrail #ayıptır #FilistinYanlızdeğildir https://t.co/qSM3fRkzTu",Isr-Pal,1390924116216238082,,Yahudi Karşıtı,"Ne istiyorsunuz bu insanlardan arkadaş, ne kadar adi bir milletmişsiniz siz yaa!!! #israil #katilisrail #ayıptır #FilistinYanlızdeğildir "
234,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"Mescidi Aksa'da namaz kılan kardeşlerimize ses bombaları ile yapılan saldırıyı düzenleyenleri Rabbim Kahhar ismiyle perişan eylesin...
İsrail’in yaptığı saldırı kabul edilemez. 
Allah’ın lâneti üzerlerine olsun..

#MescidiAksaBaskını 
#KudüsBizimdir https://t.co/YRYcsDd8Sq",Isr-Pal,1390929339894611970,Türkçe,Yahudi Karşıtı,"Mescidi Aksa'da namaz kılan kardeşlerimize ses bombaları ile yapılan saldırıyı düzenleyenleri Rabbim Kahhar ismiyle perişan eylesin...
İsrail’in yaptığı saldırı kabul edilemez. 
Allah’ın lâneti üzerlerine olsun..

#MescidiAksaBaskını 
#KudüsBizimdir "
237,['Ülke/Milliyet'],4,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,@sakarpapatya @YILDIZ34_60 @DEV_RAN11 @Mami1071S @meftuneselamett @SahendeBen @__Zulal_ @1zeynepbabur @Tayyab_9043 @Mm__iva @5534nebahat @Nehrintesi_M1 @_TuranOrdusu23 @DemrciRcp @husrev_70 #kahrolsunisrail,Isr-Pal,1390932157258997764,,Yahudi Karşıtı,               #kahrolsunisrail
240,['Ülke/Milliyet'],4,['Simgeleştirme'],Yok,@IsraelinTurkey @Gabi_Ashkenazi @IsraelMFA #Teroristİsrail #Teroristİsrail #KuduesBizimdir #KuduesKırmızıCizgimizdir 🇹🇷🇹🇷🇹🇷,Isr-Pal,1390933042290638849,,Yahudi Karşıtı,   #Teroristİsrail #Teroristİsrail #KuduesBizimdir #KuduesKırmızıCizgimizdir 🇹🇷🇹🇷🇹🇷
243,['Ülke/Milliyet'],2,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Ey Rabbim, ebrehebe ve fil ordusuna ebabileri gönderdiğin gibi, Nemrut'a topal sineği gönderdiğin gibi, Firavuna karıncaları gönderdiğin gibi, İsrail'in üstüne gazabını, kahrını gönder yeryüzünde tek bir zalim kâfir bırakma...🤲🤲

 #KudueseSahipCık https://t.co/TFKwAP58R3",Isr-Pal,1390934087423168512,Türkçe,Yahudi Karşıtı,"Ey Rabbim, ebrehebe ve fil ordusuna ebabileri gönderdiğin gibi, Nemrut'a topal sineği gönderdiğin gibi, Firavuna karıncaları gönderdiğin gibi, İsrail'in üstüne gazabını, kahrını gönder yeryüzünde tek bir zalim kâfir bırakma...🤲🤲

 #KudueseSahipCık "
246,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,@username #Kahrolsunİsrail ..,Isr-Pal,1390945849375698944,Türkçe,Yahudi Karşıtı, #Kahrolsunİsrail ..
249,['Ülke/Milliyet'],3,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,#KudüsBizimdir https://t.co/WsyPBRvVTo,Isr-Pal,1390951529499213824,,Yahudi Karşıtı,#KudüsBizimdir 
252,['Din'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,Kudüs işgal altında ey müslüman. #killerisrael #FreePalestin #kadirgecemizmuebarekolsun #kuduesbizimdir #SaveSheikhJarrah https://t.co/zppQsftBJh,Isr-Pal,1390953998748954626,Türkçe,Yahudi Karşıtı,Kudüs işgal altında ey müslüman. #killerisrael #FreePalestin #kadirgecemizmuebarekolsun #kuduesbizimdir #SaveSheikhJarrah 
255,['Ülke/Milliyet'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Yok,"#Kahrolsunİsrail 
#MescidiAksaYanlızDeğildir https://t.co/uVrl8lcuNj",Isr-Pal,1390959516582285313,Türkçe,Yahudi Karşıtı,"#Kahrolsunİsrail 
#MescidiAksaYanlızDeğildir "
258,['Din'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Bir gün hepimiz ama hepimiz kökten, tabandan esaslı bir biçimde bir kez öfkelensek bu iş bitecek!

| Nuri Pakdil
#SaveSheikhJarrah
#MescidiAksa
#MescidiAksaKırmızıCizgimizdir",Isr-Pal,1390963519756120070,Türkçe,Yahudi Karşıtı,"Bir gün hepimiz ama hepimiz kökten, tabandan esaslı bir biçimde bir kez öfkelensek bu iş bitecek!

| Nuri Pakdil
#SaveSheikhJarrah
#MescidiAksa
#MescidiAksaKırmızıCizgimizdir"
261,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",4,"['Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"Ah itrail,  Allah belanı versin itrail,  hikayeni hangi ülkenin bitireceğini sende biz de çok iyi biliyoruz. Tek bilinmeyen bunun zamanı.",Isr-Pal,1390964119428341762,Türkçe,Yahudi Karşıtı,"Ah itrail,  Allah belanı versin itrail,  hikayeni hangi ülkenin bitireceğini sende biz de çok iyi biliyoruz. Tek bilinmeyen bunun zamanı."
264,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Allah'ım şu mübarek günün yüzü suyu hürmetine kardeşlerimize yar ve yardımcı ol..
Zulmedenlerin yanına bırakma Yarabbim 🤲😔 

Freedom for Palestine 🇵🇸 
#MescidiAksaYalnızDeğildir
#KudüsBizimdir
#Kudüsİslamındır
#FreePalestine 
#FreeAqsa 
#Terroristisrael
#MescidiAksa
#Kandil https://t.co/R6A95e1UyG",Isr-Pal,1390971838919069697,Türkçe,Yahudi Karşıtı,"Allah'ım şu mübarek günün yüzü suyu hürmetine kardeşlerimize yar ve yardımcı ol..
Zulmedenlerin yanına bırakma Yarabbim 🤲😔 

Freedom for Palestine 🇵🇸 
#MescidiAksaYalnızDeğildir
#KudüsBizimdir
#Kudüsİslamındır
#FreePalestine 
#FreeAqsa 
#Terroristisrael
#MescidiAksa
#Kandil "
267,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@NST58_gitmedim #MescidiAksaYanlızDeğildir 
#Kahrolsunİsrail",Isr-Pal,1390976075136749569,,Yahudi Karşıtı," #MescidiAksaYanlızDeğildir 
#Kahrolsunİsrail"
270,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,@elonue İsrail devlet terörünü yumruklarımızı sıkarak izliyoruz. Millet olarak kelimelerin kifayetsiz kaldığı zamanları yaşıyoruz. Türk F-16'ları Pazartesi günü Ürdün'ü ziyaret etse zalimlere anlayacakları bir mesaj olmaz mı? #MescidiAksa #MescidiAksaKırmızıCizgimizdir,Isr-Pal,1390977043429474308,Türkçe,Yahudi Karşıtı, İsrail devlet terörünü yumruklarımızı sıkarak izliyoruz. Millet olarak kelimelerin kifayetsiz kaldığı zamanları yaşıyoruz. Türk F-16'ları Pazartesi günü Ürdün'ü ziyaret etse zalimlere anlayacakları bir mesaj olmaz mı? #MescidiAksa #MescidiAksaKırmızıCizgimizdir
273,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#Kudusİslamındır,Isr-Pal,1390979207971418112,Türkçe,Yahudi Karşıtı,#Kudusİslamındır
276,['Ülke/Milliyet'],1,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"İnanamıyorum ya İsrail'i bir köpek yerine katmışlar siz kimsiniz kos koca bir köpeği İsrail ile bir tutuyorsunuz
Köpek sizden hakkını ister diğer dünyada
İsrail köpeğin dışkısı olamaz 😌
#kahrolsunisrail 
#MescidAksa 
#KudusBizimdir https://t.co/zyuYQIbm7q",Isr-Pal,1390979247653666818,Türkçe,Yahudi Karşıtı,"İnanamıyorum ya İsrail'i bir köpek yerine katmışlar siz kimsiniz kos koca bir köpeği İsrail ile bir tutuyorsunuz
Köpek sizden hakkını ister diğer dünyada
İsrail köpeğin dışkısı olamaz 😌
#kahrolsunisrail 
#MescidAksa 
#KudusBizimdir "
279,"['Irk/Etnik Köken', 'Ülke/Milliyet']",3,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"#KudusBizimdir #Kudusİslamındır #KudueseSahipCık #KuduesKırmızıCizgimizdir 
Yaptığınız zulüm'ü Allah görmez mi sanırsınız rabbim tez zamanda belanızı verir inşallah it sürüleri. https://t.co/lsufDPe6v5",Isr-Pal,1390984411882180611,Türkçe,Yahudi Karşıtı,"#KudusBizimdir #Kudusİslamındır #KudueseSahipCık #KuduesKırmızıCizgimizdir 
Yaptığınız zulüm'ü Allah görmez mi sanırsınız rabbim tez zamanda belanızı verir inşallah it sürüleri. "
282,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"#FreePalestine 
#Kudusİslamındır 
#kahrolsunisrail https://t.co/ktKJ0Y1uLC",Isr-Pal,1390985239409856514,,Yahudi Karşıtı,"#FreePalestine 
#Kudusİslamındır 
#kahrolsunisrail "
285,"['Irk/Etnik Köken', 'Din', 'Hedef grup birden fazla.']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Ey israil oğulları sonunuz beni kurayza bunu iyi belleyin sâ,at bin muaz ın hükmünü göreceksiniz  siz bizden üstün değilsiniz biz dinimizden kopmanın bedelini ödüyoruz.#MescidiAksaKırmızıCizgimizdir ☝️🇹🇷",Isr-Pal,1390993858931085313,Türkçe,Yahudi Karşıtı,"Ey israil oğulları sonunuz beni kurayza bunu iyi belleyin sâ,at bin muaz ın hükmünü göreceksiniz  siz bizden üstün değilsiniz biz dinimizden kopmanın bedelini ödüyoruz.#MescidiAksaKırmızıCizgimizdir ☝️🇹🇷"
288,['Ülke/Milliyet'],3,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,İsrail in tek anlayacağı ordularla karşılık vermektir #OrdularAksaya,Isr-Pal,1391011021742039045,,Yahudi Karşıtı,İsrail in tek anlayacağı ordularla karşılık vermektir #OrdularAksaya
